IDMachine,IDSeance,PoidsMax,RythmeCardiaque
,82,420,62.38,109
,26,370,167.18,61
,98,72,41.59,158
,87,453,155.38,150
,72,909,162.12,162
,42,459,140.2,150
,63,180,35.38,138
,97,642,119.42,62
,67,873,96.26,172
,25,184,96.78,179
,60,787,135.3,64
,5,557,35.95,127
,13,811,181.76,141
,63,545,91.48,134
,78,635,166.5,81
,4,377,123.77,174
,31,506,17.38,82
,93,499,106.44,130
,68,941,13.3,135
,6,775,189.35,100
,26,220,160.84,66
,48,244,81.86,168
,79,46,83.03,131
,64,387,72.41,178
,52,313,70.65,74
,90,7,161.19,70
,49,131,131.03,133
,73,262,38.12,147
,15,981,128.28,125
,45,939,92.17,96
,26,812,109.09,87
,98,40,83.92,75
,88,171,151.96,105
,39,607,109.79,68
,49,693,113.47,62
,33,498,41.92,82
,63,744,55.28,103
,74,315,141.79,81
,32,242,70.71,145
,81,840,14.04,73
,72,874,81.45,159
,23,801,195.1,173
,74,756,24.02,113
,89,251,61.73,145
,11,275,183.48,67
,87,671,195.2,87
,76,969,98.26,144
,51,2,146.05,156
,77,152,30.16,158
,12,62,106.63,111
,63,734,128.54,100
,73,138,13.52,111
,54,137,134.7,177
,17,500,152.63,171
,57,644,81.92,84
,58,826,56.18,172
,7,462,171.94,138
,31,375,136.02,175
,43,391,173.14,87
,83,799,18.63,104
,79,841,179.51,179
,84,691,100.72,143
,81,788,17.94,69
,80,817,79.5,97
,18,313,58.37,104
,3,170,179.49,63
,95,174,63.12,145
,1,627,31.06,106
,69,706,126.5,141
,3,766,138.06,143
,49,885,147.26,125
,71,785,169.46,109
,96,388,87.07,62
,88,825,111.9,110
,1,253,190.31,162
,93,452,24.24,117
,39,682,112.96,124
,15,815,195.77,81
,99,298,11.47,91
,39,397,20.59,128
,53,802,133.17,89
,7,899,129.04,61
,90,837,164.08,110
,78,480,94.1,141
,19,958,114.56,73
,83,480,17.1,81
,76,633,65.36,132
,95,858,106.74,180
,10,198,35.62,117
,19,508,64.45,169
,39,459,35.63,171
,38,945,118.43,131
,32,551,142.67,77
,62,72,70.66,157
,23,823,124.16,144
,79,976,87.81,131
,61,930,107.47,120
,20,654,139.58,92
,60,634,17.33,90
,14,848,18.82,122
,30,525,62.07,175
,61,264,163.66,146
,44,279,58.5,74
,65,318,30.18,135
,6,761,121.36,107
,50,344,106.22,132
,38,675,62.76,65
,45,794,124.64,153
,56,63,161.35,153
,29,387,161.53,164
,5,231,98.66,116
,63,288,21.88,167
,100,301,165.94,179
,88,368,158.99,122
,63,248,26.09,110
,89,425,97.59,70
,80,253,96.82,111
,90,47,95.61,151
,43,184,159.09,95
,98,293,47.8,108
,33,251,160.44,145
,76,319,148.56,117
,92,428,191.94,65
,43,296,40.0,150
,17,911,196.06,171
,60,27,118.6,176
,58,244,107.63,102
,11,19,177.52,157
,9,555,93.22,76
,37,699,175.57,60
,91,498,88.69,61
,83,442,16.7,79
,90,262,149.67,100
,98,629,176.25,105
,39,906,34.66,154
,14,13,188.64,129
,57,41,164.04,153
,71,310,21.82,107
,33,779,134.16,104
,21,695,149.38,82
,70,580,100.01,137
,88,537,91.29,154
,86,261,50.65,162
,38,767,151.29,92
,62,645,41.94,84
,99,532,194.47,157
,64,331,15.65,111
,62,26,114.33,93
,3,856,71.06,72
,41,821,174.59,104
,96,311,100.31,92
,26,785,158.16,128
,85,918,118.94,78
,80,437,199.13,168
,43,495,145.99,173
,73,783,72.55,168
,59,607,53.46,78
,26,38,58.15,124
,54,748,28.83,104
,57,783,63.33,79
,42,731,46.21,118
,11,987,11.54,124
,51,406,33.32,108
,90,261,103.71,113
,45,362,39.58,68
,100,249,45.75,169
,18,177,32.04,155
,9,986,91.42,111
,39,327,192.76,136
,36,230,48.49,173
,12,938,67.92,155
,11,411,107.52,70
,93,640,119.97,94
,2,659,163.79,170
,37,86,182.88,160
,49,827,120.09,129
,58,15,36.42,102
,44,105,91.5,143
,47,867,176.62,86
,76,922,181.53,115
,41,451,32.14,155
,80,901,196.81,77
,32,391,109.68,170
,7,151,60.96,151
,25,372,74.07,176
,1,730,184.69,98
,65,684,120.33,84
,61,180,137.68,168
,1,560,75.77,124
,10,412,191.44,147
,90,510,42.51,79
,68,980,47.57,130
,28,232,169.75,118
,43,93,153.89,163
,1,234,78.96,131
,3,342,75.47,144
,79,865,111.85,128
,24,196,37.14,137
,10,978,115.6,101
,91,523,171.35,129
,53,926,137.87,63
,74,494,192.08,90
,43,805,116.39,91
,97,683,151.37,62
,86,138,39.65,99
,100,343,199.91,180
,64,358,45.21,83
,9,884,118.73,77
,38,378,186.92,180
,22,242,126.32,101
,44,391,52.56,95
,46,934,133.98,106
,30,964,18.91,111
,44,150,81.6,63
,49,692,162.64,152
,67,769,93.85,118
,32,9,97.15,108
,4,494,34.65,128
,63,1,165.0,161
,98,139,90.39,154
,52,372,167.71,121
,8,231,33.41,104
,10,25,39.32,120
,34,343,61.56,149
,80,848,80.44,82
,53,148,23.4,103
,59,584,15.38,116
,66,691,173.04,105
,37,191,89.25,108
,72,495,48.28,156
,59,760,129.67,178
,44,253,186.84,84
,57,158,192.72,86
,28,672,166.2,63
,38,853,82.74,142
,21,924,132.83,162
,24,996,61.69,73
,18,499,54.9,128
,76,617,25.94,84
,26,637,71.71,81
,97,61,98.08,171
,75,891,68.92,64
,2,618,150.93,70
,3,484,94.01,137
,33,127,146.1,170
,98,889,141.45,166
,70,130,69.71,107
,56,415,34.35,92
,57,930,42.41,129
,57,545,104.29,120
,61,72,106.73,65
,91,872,17.17,76
,57,14,167.64,84
,41,61,172.98,115
,76,609,24.26,116
,75,332,50.04,110
,15,752,28.78,102
,11,609,54.64,115
,13,993,22.43,61
,32,747,118.98,177
,50,612,138.21,154
,9,482,117.14,134
,7,688,75.76,169
,32,182,109.78,148
,52,937,116.96,171
,21,474,183.62,146
,53,388,162.65,172
,57,969,119.78,72
,72,781,126.24,156
,19,835,92.11,169
,72,406,150.67,94
,91,123,104.45,178
,47,624,43.2,124
,64,406,53.39,87
,19,56,11.72,132
,8,739,141.53,162
,46,919,107.33,156
,11,175,42.06,116
,94,496,37.11,178
,57,450,62.32,126
,88,464,108.22,153
,60,290,85.72,81
,65,754,68.01,174
,8,246,33.46,95
,30,206,127.34,99
,78,597,36.59,60
,59,600,34.54,109
,27,523,167.93,164
,90,58,125.9,159
,93,32,140.7,106
,83,500,144.14,96
,81,517,43.1,145
,53,47,33.93,111
,31,476,85.61,140
,36,845,16.71,118
,12,332,164.82,72
,24,492,16.64,165
,91,5,45.99,92
,33,753,169.81,111
,36,367,125.29,145
,27,826,104.7,151
,68,192,150.24,155
,13,556,82.61,141
,60,107,92.25,131
,2,896,53.88,114
,2,325,100.45,115
,47,307,133.04,65
,68,609,59.74,171
,23,202,44.23,180
,42,236,100.38,93
,15,307,70.77,123
,11,239,64.49,126
,17,385,27.63,127
,98,692,81.61,96
,35,218,36.29,179
,44,249,174.82,142
,100,577,62.36,144
,85,196,196.82,110
,26,298,28.36,134
,39,974,22.71,137
,40,161,196.03,152
,5,513,156.23,162
,82,140,134.85,91
,39,780,199.2,103
,98,321,43.42,63
,2,615,130.45,154
,56,496,86.88,171
,68,683,162.9,132
,98,938,160.2,165
,50,951,16.65,129
,71,73,119.05,154
,75,930,20.41,169
,67,567,178.15,114
,15,212,127.47,151
,61,838,118.45,71
,81,917,36.39,122
,65,680,63.54,124
,82,686,197.06,167
,10,773,44.87,177
,89,50,89.49,143
,1,399,58.95,162
,16,550,185.76,104
,25,863,52.82,108
,11,776,151.79,79
,94,483,36.31,170
,37,675,14.7,114
,12,779,116.24,151
,12,585,63.64,114
,88,72,140.37,131
,45,488,107.96,95
,27,118,129.14,94
,61,404,48.38,87
,88,406,62.94,82
,7,767,80.08,73
,51,730,60.59,88
,11,757,174.85,78
,59,383,124.27,62
,38,605,75.25,115
,94,236,166.21,70
,44,226,199.21,89
,68,774,77.9,134
,19,871,69.74,74
,55,688,190.79,72
,86,819,86.33,132
,77,409,95.4,92
,14,665,136.71,154
,8,489,53.78,80
,95,961,122.86,62
,50,720,118.4,83
,63,895,156.52,132
,17,796,151.14,180
,51,889,133.79,64
,49,990,107.09,127
,55,410,79.81,145
,7,170,43.06,87
,90,602,79.18,131
,35,11,35.63,116
,97,457,120.35,175
,32,307,56.93,73
,55,934,48.25,138
,100,344,101.41,91
,21,982,133.6,168
,71,672,47.02,136
,31,967,29.87,92
,5,562,171.16,94
,57,764,94.24,104
,61,131,33.82,88
,61,363,16.21,160
,3,738,124.84,129
,10,127,166.71,64
,93,109,67.24,63
,47,51,43.34,79
,63,887,103.71,112
,78,171,63.29,151
,37,474,88.93,157
,25,903,118.8,69
,82,347,43.75,109
,23,873,12.12,118
,89,442,148.5,102
,67,938,57.44,122
,99,414,134.81,66
,100,301,193.49,126
,5,822,22.52,166
,43,435,169.78,82
,1,117,98.72,99
,57,997,104.39,123
,86,942,168.97,141
,28,309,34.85,93
,49,56,17.37,164
,13,973,32.73,153
,55,732,45.58,106
,35,918,194.01,62
,54,404,77.5,160
,71,267,130.69,180
,2,125,174.85,87
,75,417,118.44,99
,94,69,189.78,172
,81,601,43.18,110
,86,350,44.45,175
,25,42,24.73,117
,10,582,74.66,115
,63,49,136.33,68
,52,49,88.86,126
,28,388,86.09,87
,88,53,142.86,147
,79,348,37.16,109
,12,865,78.44,95
,15,211,162.22,119
,21,708,159.21,144
,4,468,116.38,145
,53,200,81.49,169
,52,625,131.05,112
,26,180,88.46,179
,36,593,189.15,172
,93,871,172.21,60
,7,649,135.22,125
,9,913,197.41,96
,84,398,85.07,94
,3,848,12.18,136
,96,543,193.96,128
,53,891,28.5,116
,67,836,49.19,68
,99,574,155.54,172
,93,490,118.25,87
,33,128,44.98,152
,16,23,29.02,65
,84,889,70.31,117
,53,94,193.08,124
,27,999,163.92,146
,4,224,173.18,158
,58,269,141.11,75
,20,162,40.88,139
,86,931,112.55,109
,12,75,178.54,113
,37,5,132.2,70
,82,869,48.67,98
,47,198,153.77,147
,21,40,143.29,125
,32,269,46.71,102
,1,820,145.56,70
,43,197,60.44,66
,45,305,85.48,95
,96,940,127.89,67
,85,232,80.81,83
,47,143,159.55,162
,48,371,130.55,138
,27,485,139.83,141
,64,501,97.77,149
,69,684,102.05,99
,5,935,88.05,161
,28,502,178.32,173
,27,309,68.63,77
,83,295,12.7,159
,24,547,154.97,158
,13,137,96.6,132
,74,970,191.04,155
,83,611,195.43,97
,11,467,61.57,112
,37,875,57.71,63
,55,616,127.0,108
,16,231,91.91,63
,50,868,194.97,79
,9,550,64.64,63
,72,634,99.08,176
,23,728,147.05,72
,53,463,138.02,146
,16,465,174.34,147
,81,480,137.58,135
,87,353,169.89,146
,69,726,173.67,141
,70,564,48.24,73
,36,486,154.88,173
,61,291,25.92,119
,80,656,152.46,60
,27,348,17.47,177
,99,450,90.34,124
,62,138,36.45,62
,54,362,123.44,84
,43,336,14.28,157
,65,999,122.99,115
,10,871,94.15,89
,76,694,11.86,94
,33,748,12.88,67
,32,726,142.88,162
,3,156,101.57,100
,58,564,164.03,164
,20,349,186.88,72
,40,743,97.79,165
,6,510,83.24,163
,8,73,37.62,114
,2,133,116.86,128
,89,293,112.81,170
,27,958,131.53,81
,16,751,40.64,98
,68,295,63.93,151
,25,832,103.62,121
,10,803,174.11,97
,47,714,26.57,128
,17,377,119.77,167
,19,976,66.01,106
,65,882,83.22,108
,57,704,99.05,101
,24,631,186.02,97
,24,989,43.61,119
,100,377,64.18,146
,69,171,141.27,146
,73,157,68.08,151
,14,183,104.44,70
,36,587,37.41,101
,33,227,168.33,142
,33,680,105.7,154
,80,15,30.76,81
,70,841,49.17,133
,27,556,67.57,115
,91,742,146.76,152
,38,120,80.98,142
,49,364,151.42,90
,76,532,166.92,102
,99,895,98.78,174
,66,874,167.02,159
,74,449,17.96,98
,31,354,74.67,152
,18,58,81.13,72
,73,360,83.05,147
,96,17,30.9,129
,32,81,38.73,65
,99,549,153.88,64
,40,484,151.44,122
,61,629,47.15,113
,96,762,94.07,99
,38,394,36.77,91
,69,775,66.65,85
,62,40,187.17,88
,95,791,147.77,132
,80,526,167.89,176
,84,691,28.79,74
,26,58,27.06,142
,56,708,140.74,142
,100,762,194.69,156
,41,908,96.12,163
,2,24,103.78,60
,21,345,40.13,81
,28,13,172.8,173
,79,77,195.93,121
,12,815,74.19,93
,77,228,115.01,129
,99,468,30.86,130
,31,8,130.34,176
,53,556,191.02,158
,5,290,199.38,168
,100,17,30.87,103
,49,397,103.09,170
,51,499,162.98,69
,54,584,139.67,103
,96,510,123.42,142
,51,623,36.55,142
,6,873,145.44,110
,13,694,88.86,138
,81,378,40.9,89
,84,973,133.18,155
,61,24,140.06,99
,49,22,94.45,119
,94,533,65.24,179
,64,542,41.1,79
,56,150,157.59,97
,92,313,103.8,94
,94,868,39.77,171
,5,890,80.58,139
,32,754,52.99,84
,53,939,197.59,114
,64,16,190.7,165
,91,129,16.68,65
,41,827,26.91,101
,4,524,89.72,100
,69,38,84.14,119
,65,145,115.34,93
,12,931,73.39,170
,59,706,174.11,120
,100,639,55.47,162
,83,287,121.98,162
,99,491,145.36,84
,15,918,132.41,93
,38,4,109.82,104
,49,979,94.31,93
,89,845,97.7,167
,53,319,16.45,177
,87,639,154.31,111
,23,140,156.64,178
,3,256,10.07,161
,61,232,144.17,83
,12,507,15.59,153
,98,262,126.52,153
,83,587,11.31,131
,6,992,19.19,80
,88,821,80.01,88
,24,72,130.82,126
,58,624,78.53,177
,52,479,197.84,83
,11,781,170.25,73
,2,461,195.82,114
,8,393,64.09,149
,7,848,127.01,75
,93,891,60.73,79
,73,58,102.82,129
,81,860,19.4,78
,71,941,134.83,73
,68,944,23.56,146
,77,809,37.24,73
,60,313,91.09,159
,56,117,141.16,154
,58,292,141.02,97
,77,84,121.85,104
,72,599,176.55,82
,27,299,63.2,146
,22,791,36.38,161
,54,650,42.78,102
,68,24,66.6,84
,45,591,12.64,111
,64,278,123.5,77
,60,861,178.07,67
,77,320,95.05,126
,23,432,24.85,168
,90,63,43.5,170
,75,652,180.09,139
,64,636,12.39,109
,14,894,111.88,114
,43,875,129.79,114
,99,905,59.96,81
,24,806,88.74,90
,16,763,117.93,63
,81,222,67.7,170
,49,19,136.98,91
,74,625,144.25,83
,63,401,149.05,102
,86,202,10.27,125
,72,855,74.28,120
,28,787,13.49,91
,19,136,141.25,146
,93,311,114.36,135
,91,263,37.1,167
,49,825,33.95,116
,2,712,123.71,135
,56,954,104.13,101
,99,734,122.76,165
,98,1,79.66,77
,6,457,35.44,65
,18,572,102.66,153
,13,280,114.35,100
,94,669,190.61,118
,24,180,78.53,137
,21,336,20.77,84
,45,520,54.39,102
,85,462,56.1,103
,80,85,167.92,175
,74,43,138.15,125
,89,858,59.01,91
,52,312,26.56,170
,90,654,165.3,95
,99,680,190.42,89
,3,148,16.67,79
,28,729,180.37,116
,61,500,14.5,136
,2,664,162.29,85
,29,776,118.96,110
,46,928,31.91,134
,47,622,75.82,95
,65,76,141.87,111
,10,327,90.12,103
,93,39,159.29,139
,58,429,106.98,100
,61,974,141.66,87
,33,596,162.76,61
,72,984,182.58,96
,25,75,198.32,74
,2,187,131.2,73
,78,299,91.86,145
,6,661,110.96,162
,45,903,62.06,132
,82,494,88.19,100
,72,288,21.83,153
,12,711,76.75,179
,44,117,83.19,67
,26,488,26.96,152
,78,940,149.14,82
,26,661,171.09,84
,73,318,103.41,109
,35,531,102.44,120
,78,940,33.47,90
,97,958,92.83,155
,87,825,181.2,62
,45,660,91.09,150
,41,320,70.12,110
,98,653,24.61,94
,77,512,139.29,158
,57,150,115.46,70
,19,93,137.12,169
,23,492,161.57,118
,95,291,192.96,159
,90,580,19.7,175
,36,613,144.7,115
,71,458,38.69,107
,22,145,142.62,74
,43,325,172.89,139
,37,2,14.7,158
,45,378,170.2,65
,75,893,182.36,145
,15,192,190.47,178
,15,616,25.04,177
,54,235,115.33,154
,53,190,160.27,77
,7,140,83.4,140
,57,926,88.03,133
,24,672,117.61,140
,3,801,166.46,156
,98,633,122.74,81
,100,33,100.92,61
,57,762,127.53,70
,45,968,13.37,99
,82,781,193.26,146
,95,126,130.14,152
,47,135,37.29,149
,8,258,136.91,70
,80,580,38.34,117
,58,693,146.78,179
,47,981,51.51,152
,23,80,17.92,72
,62,979,23.82,101
,68,620,114.68,121
,7,461,45.08,93
,74,797,63.39,127
,90,741,121.04,72
,58,907,50.58,68
,56,349,108.21,73
,25,327,97.07,133
,72,531,168.23,71
,68,823,90.55,85
,23,866,178.78,157
,78,822,139.95,60
,21,717,79.92,151
,64,405,19.26,78
,62,758,24.06,74
,42,163,119.99,75
,38,369,182.69,161
,3,527,154.95,115
,24,3,90.07,138
,87,484,55.87,137
,92,952,66.37,101
,18,738,98.85,110
,60,969,82.44,103
,27,378,150.45,88
,23,909,106.64,146
,55,37,40.7,177
,57,196,144.22,111
,30,182,79.58,153
,53,229,92.67,158
,71,466,182.39,85
,42,409,105.95,177
,43,677,141.02,79
,9,571,23.48,135
,65,532,15.74,101
,17,873,187.18,133
,48,222,33.75,122
,37,700,196.83,71
,48,878,112.21,66
,29,844,50.47,78
,58,204,71.77,135
,31,26,174.36,132
,57,940,149.8,179
,25,994,164.31,144
,62,112,110.64,126
,53,980,61.19,82
,19,114,111.87,148
,21,27,160.59,94
,44,852,26.79,178
,74,933,43.04,77
,49,233,31.63,118
,42,518,180.99,115
,22,82,67.7,139
,24,388,46.0,102
,39,620,133.61,71
,40,47,182.74,130
,27,862,198.67,121
,99,183,65.15,74
,38,698,122.57,87
,67,969,74.9,102
,68,253,106.13,158
,75,849,56.45,105
,57,561,144.15,96
,100,918,198.9,86
,93,659,22.84,89
,53,401,196.96,180
,38,304,47.19,84
,52,7,78.7,110
,70,272,175.53,118
,75,164,195.3,94
,53,275,144.18,79
,86,966,186.95,78
,69,713,72.97,160
,95,15,161.13,176
,12,44,16.26,77
,19,247,176.84,155
,22,577,62.58,135
,30,910,127.8,108
,46,420,157.16,89
,37,950,108.27,91
,9,252,183.82,137
,5,97,132.76,138
,82,551,54.28,95
,40,747,29.88,112
,41,857,77.55,148
,71,418,104.4,142
,64,97,47.14,111
,40,712,75.91,70
,4,988,85.42,131
,54,501,16.6,73
,49,778,48.95,101
,46,717,169.3,91
,93,555,102.0,91
,47,443,198.91,105
,45,936,115.07,161
,63,250,127.15,75
,39,526,117.62,95
,83,846,58.0,105
,3,149,174.14,153
,83,946,152.06,63
,32,381,32.28,157
,3,11,151.41,98
,51,724,193.01,150
,5,216,143.0,63
,94,235,70.09,68
,25,336,116.56,70
,10,911,62.97,92
,98,872,130.55,175
,48,378,66.42,118
,93,213,136.38,114
,69,95,188.75,69
,86,371,148.18,179
,80,629,65.62,117
,88,241,169.74,176
,74,914,75.97,124
,75,766,71.91,126
,92,442,133.88,97
,11,72,62.53,78
,99,199,165.11,137
,30,643,54.49,75
,98,339,110.96,145
,75,573,12.56,99
,82,400,67.1,154
,13,94,11.2,174
,38,971,21.27,128
,18,839,50.39,173
,51,404,160.8,153
,66,262,26.25,96
,63,89,198.2,62
,49,197,54.21,97
,80,824,175.78,125
,45,65,94.98,74
,1,552,25.59,103
,19,796,155.65,170
,47,129,19.87,128
,73,955,17.64,130
,45,748,192.36,64
,35,310,189.81,92
,69,797,50.38,97
,73,632,82.81,65
,39,573,37.54,161
,33,159,172.57,127
,83,232,132.38,174
,94,501,62.51,164
,24,931,71.79,152
,35,166,43.18,152
,1,405,121.85,101
,41,744,51.61,139
,91,593,128.86,150
,92,940,114.59,75
,58,969,14.36,176
,30,322,157.54,84
,82,867,42.84,61
,4,257,166.9,148
,43,994,163.34,167
,62,768,118.55,63
,72,368,16.65,104
,78,674,152.88,73
,61,624,133.31,154
,36,836,113.5,128
,90,988,53.15,152
,69,281,92.35,151
,72,180,172.66,107
,78,445,108.28,100
,84,276,149.23,159
,28,957,10.15,153
,75,601,186.59,111
,93,191,80.09,85
,32,816,133.41,166
,68,594,134.1,106
,27,672,116.6,177
,2,976,39.79,76
,83,820,85.0,66
,15,623,181.9,98
,51,433,168.43,82
,36,595,73.52,129
,37,543,37.31,119
,27,818,92.89,123
,77,295,74.58,132
,22,154,132.88,81
,68,937,15.11,82
,74,368,142.35,162
,33,924,75.34,91
,21,276,81.77,127
,78,901,69.53,92
,33,226,112.41,171
,90,374,91.73,76
,15,138,18.73,137
,54,217,61.46,105
,100,695,193.01,63
,99,966,24.49,81
,95,341,168.69,131
,44,492,175.88,87
,49,272,113.35,149
,68,312,30.24,116
,43,598,34.79,96
,27,447,98.18,84
,31,585,20.57,97
,16,103,181.41,134
,46,292,89.59,177
,24,192,72.83,97
,95,483,193.45,75
,47,728,72.4,128
,27,946,194.01,99
,52,789,64.33,142
,33,663,86.41,92
,25,372,146.36,70
,86,191,51.95,81
,58,729,63.12,88
,10,876,168.81,95
,98,118,17.1,177
,32,355,199.78,124
,98,754,44.39,121
,53,678,154.54,60
,26,87,99.54,70
,54,21,155.23,82
,72,845,168.23,159
,35,1000,40.89,133
,61,471,153.05,112
,90,500,14.07,158
,1,385,198.77,153
,62,348,42.24,179
,6,730,75.08,76
,99,947,195.55,170
,47,359,36.87,125
,36,679,43.42,72
,77,942,187.36,127
,43,560,163.2,176
,46,787,11.67,121
,87,591,134.93,109
,70,536,36.51,132
,61,112,32.43,154
,78,491,132.28,132
,43,979,24.99,110
,14,124,179.43,101
,13,301,35.82,78
,57,338,119.04,69
,83,272,36.13,102
,82,568,68.7,150
,77,610,112.73,92
,6,637,151.85,98
,31,692,46.82,135
,65,178,138.62,131
,77,626,48.3,154
,56,678,111.53,117
,38,436,69.62,80
,91,815,191.36,90
,68,462,23.23,158
,81,970,56.44,170
,60,88,102.31,74
,10,772,108.99,67
,82,829,66.2,165
,38,356,114.85,106
,51,48,117.49,84
,4,164,107.17,126
,59,203,66.77,168
,21,190,31.9,149
,60,932,91.03,82
,9,980,187.76,105
,91,489,156.36,121
,87,567,162.61,146
,26,677,91.81,91
,87,804,31.72,106
,12,455,26.35,86
,16,208,103.15,111
,82,188,27.88,142
,68,987,45.92,151
,69,405,98.5,163
,89,951,112.29,174
,97,285,190.66,131
,26,604,20.78,83
,86,869,16.97,150
,93,192,93.64,118
,96,589,112.43,93
,36,78,95.2,110
,31,790,17.41,83
,58,156,110.49,75
,89,791,123.2,141
,18,608,149.39,70
,41,47,17.08,147
,51,978,191.76,128
,33,172,146.23,127
,95,442,194.79,173
,69,363,32.39,128
,24,314,172.36,121
,22,455,172.78,151
,21,598,72.19,118
,23,104,129.82,79
,52,218,123.11,71
,30,966,59.06,110
,50,200,50.28,134
,7,879,15.91,98
,33,578,44.86,180
,57,694,180.51,177
,66,237,110.06,141
,36,694,87.54,136
,39,929,87.11,106
,45,157,197.35,67
,91,240,57.41,102
,21,160,105.54,167
,6,309,21.84,141
,64,331,107.27,175
,39,509,154.87,165
,78,200,20.41,180
,23,116,25.95,82
,21,468,155.53,164
,24,844,193.18,110
,23,583,163.53,67
,39,272,78.81,135
,64,118,107.81,79
,86,270,146.89,102
,48,741,162.42,84
,42,285,137.76,122
,54,550,86.92,75
,48,936,41.41,124
,29,22,137.39,164
,16,768,171.75,100
,8,161,179.27,98
,9,725,107.23,178
,12,879,69.32,116
,36,358,10.1,70
,3,894,161.42,102
,10,285,145.59,120
,86,433,144.39,80
,4,610,130.69,119
,19,840,197.29,150
,80,447,189.94,80
,36,684,165.29,69
,12,636,25.05,122
,37,882,11.48,73
,75,623,130.89,91
,99,791,84.16,118
,18,860,90.29,163
,82,153,71.01,95
,51,756,128.36,131
,81,317,46.48,107
,87,616,158.47,113
,48,715,38.54,166
,75,33,48.85,90
,60,116,173.32,88
,71,437,57.14,123
,76,987,184.47,165
,72,605,174.06,79
,22,41,143.09,90
,49,587,13.83,114
,65,923,84.24,69
,11,481,10.05,67
,33,826,172.53,116
,61,196,142.88,135
,3,468,198.17,173
,5,505,34.5,148
,31,355,28.64,64
,58,727,122.76,130
,53,166,115.95,179
,62,405,131.01,129
,37,153,168.62,61
,55,781,97.3,123
,39,546,111.42,116
,64,630,171.08,129
,35,934,36.79,116
,96,984,161.37,167
,46,823,142.56,90
,25,825,26.23,143
,68,458,100.55,170
,4,825,92.05,61
,97,572,153.73,178
,5,15,78.64,70
,33,443,119.97,174
,21,791,125.56,93
,14,910,30.35,147
,89,664,194.59,109
,39,270,79.21,75
,91,167,138.35,89
,21,410,129.26,141
,33,381,15.84,71
,14,464,111.26,161
,64,345,125.38,93
,87,966,26.17,129
,43,875,183.47,133
,43,129,84.06,91
,10,889,76.35,132
,12,55,181.2,87
,80,96,160.38,127
,68,495,12.55,77
,41,898,95.43,159
,65,404,129.72,106
,87,438,79.36,107
,99,675,74.27,143
,68,834,139.67,96
,45,245,146.56,134
,62,297,189.99,156
,7,755,103.48,131
,35,618,82.4,82
,31,99,51.83,100
,56,897,185.81,152
,83,667,112.75,109
,72,570,56.32,153
,67,825,138.35,79
,76,603,128.35,137
,84,992,43.15,95
,42,873,190.38,165
,16,689,119.8,158
,2,620,12.21,155
,99,437,50.61,125
,33,368,46.81,93
,40,982,123.77,119
,32,378,125.82,170
,64,263,29.91,93
,67,985,131.94,121
,54,673,55.82,113
,17,55,86.33,114
,39,301,85.3,80
,62,409,149.23,127
,98,791,30.14,77
,12,205,186.8,130
,38,99,73.81,78
,14,117,139.6,168
,40,902,81.03,147
,64,70,70.27,166
,64,90,191.71,74
,70,605,59.66,114
,98,293,136.56,162
,20,740,138.97,143
,94,193,82.51,61
,8,884,174.85,142
,61,572,36.85,134
,62,85,101.37,121
,63,693,164.15,173
,27,339,98.59,61
,54,90,135.23,118
,9,710,64.33,137
,45,607,20.78,175
,31,468,127.77,117
,86,481,121.76,98
,40,22,96.66,111
,84,799,13.83,82
,69,735,196.98,108
,76,443,36.25,180
,14,877,32.15,166
,46,570,115.1,92
,14,68,71.33,66
,94,751,140.7,158
,84,101,117.63,159
,98,28,84.81,113
,87,115,144.55,70
,75,235,154.17,103
,65,515,191.19,115
,56,93,186.4,131
,74,564,10.99,98
,7,889,112.24,157
,97,800,93.86,140
,97,811,25.3,112
,43,751,27.51,93
,9,662,172.65,133
,45,761,164.68,121
,57,11,73.24,65
,59,197,111.76,157
,12,612,149.08,80
,92,223,153.32,110
,17,770,12.38,81
,18,170,91.72,146
,19,757,30.61,92
,89,659,32.38,111
,20,318,61.96,161
,10,456,69.61,158
,64,387,140.54,180
,11,755,183.68,128
,75,962,102.15,172
,26,247,62.9,64
,17,309,82.21,85
,86,69,80.82,90
,14,829,58.69,73
,68,631,192.42,67
,55,435,155.1,64
,92,469,129.22,103
,15,832,133.72,148
,7,228,118.02,122
,72,250,41.58,92
,46,296,183.91,151
,4,863,167.38,139
,40,572,122.82,76
,11,596,94.29,110
,56,431,175.21,67
,42,297,89.01,127
,3,826,23.23,105
,65,213,101.69,147
,31,906,163.19,177
,94,925,142.78,108
,31,410,164.9,77
,38,242,43.13,92
,61,511,186.24,64
,99,100,91.03,144
,32,63,177.87,79
,79,178,25.08,174
,42,760,118.39,167
,21,648,64.57,121
,17,220,39.31,124
,85,26,44.1,179
,31,291,130.08,104
,28,146,175.24,87
,4,709,91.82,83
,18,794,109.62,159
,65,390,107.1,173
,52,581,45.56,133
,22,98,81.97,144
,66,665,32.81,100
,4,220,193.12,118
,28,601,109.19,127
,34,76,15.36,122
,9,852,182.15,93
,85,668,158.13,63
,100,197,168.62,161
,35,919,12.27,180
,32,241,171.01,144
,20,322,186.06,129
,69,340,104.53,169
,99,394,38.77,67
,97,366,129.83,152
,90,479,192.18,159
,16,1,175.19,98
,86,827,167.68,90
,51,749,184.29,91
,13,142,82.63,84
,52,167,16.68,76
,13,3,33.58,121
